90.739, 13.2912, 61.7636, 27.4687, 4.53106, 67.7259, 35.9255, 39.6412, 23.0135, 20.7495, 11.2971, 55.35, 62.3122, 83.695, 88.5837, 8.65021, 72.4215, 55.538, 35.3253, 53.1794, 12.433, 24.712, 65.7629, 66.1573, 58.0585, 20.5221, 98.1394, 92.5115, 35.7076, 75.5784, 39.6711, 7.74683
40.5447, 24.6264, 66.0607, 75.6798, 14.668, 47.6003, 90.8134, 56.0252, 21.5286, 22.7415, 55.35, 53.989, 10.0652, 99.4422, 87.609, 89.4388, 51.435, 95.3862, 12.4485, 54.4518, 3.24377, 85.2708, 66.3418, 77.5431, 89.5102, 31.0444, 62.9142, 24.6785, 54.4609, 64.1908, 29.0127, 20.724
40.7976, 53.0654, 17.4721, 55.1534, 35.1647, 3.86893, 90.5225, 87.4798, 57.6439, 31.6147, 62.3122, 10.0652, 1.20041, 28.1719, 38.3647, 54.1841, 32.8266, 75.0827, 59.1311, 62.8456, 93.4441, 36.674, 18.1929, 37.0134, 52.6568, 94.4236, 88.6788, 43.7394, 92.0536, 88.0571, 34.1573, 66.9902
89.5621, 96.822, 38.9501, 50.3308, 89.5976, 44.0101, 19.1563, 67.2972, 74.6136, 14.4371, 83.695, 99.4422, 28.1719, 1.53218, 65.9106, 78.6515, 59.4115, 41.3432, 70.261, 19.5865, 31.6272, 19.1645, 77.3521, 16.3864, 46.6898, 84.2321, 67.9998, 93.6279, 67.3217, 60.1939, 81.6735, 21.5928
59.6943, 70.9847, 5.36995, 35.885, 13.6592, 63.6895, 96.2771, 93.2278, 21.1892, 63.0246, 88.5837, 87.609, 38.3647, 65.9106, 45.3617, 56.3066, 36.4787, 96.0169, 41.4181, 28.6225, 10.0514, 20.8265, 58.5493, 89.0286, 29.7117, 20.4003, 74.1894, 88.9325, 27.2455, 53.1005, 31.5421, 11.2764
50.1091, 21.3168, 86.8329, 27.2338, 41.1702, 24.8599, 70.4629, 39.2418, 56.2261, 92.4118, 8.65021, 89.4388, 54.1841, 78.6515, 56.3066, 9.37306, 23.1566, 39.0307, 49.2729, 29.0974, 64.5492, 20.9341, 72.816, 38.1742, 48.2382, 68.6746, 62.1125, 89.418, 60.4584, 70.0306, 31.5699, 55.1265
54.5522, 9.26903, 14.1156, 86.3873, 66.763, 56.21, 82.1135, 0.239297, 30.6997, 46.6673, 72.4215, 51.435, 32.8266, 59.4115, 36.4787, 23.1566, 29.4424, 13.1673, 49.3871, 10.1387, 28.9735, 59.6925, 0.308803, 85.7481, 14.2275, 4.45468, 87.3166, 60.9106, 22.7162, 46.1893, 95.6479, 89.8054
53.6485, 40.871, 24.4127, 29.4813, 6.46548, 75.1534, 76.8496, 80.1157, 86.217, 85.5687, 55.538, 95.3862, 75.0827, 41.3432, 96.0169, 39.0307, 13.1673, 26.6711, 28.371, 94.9354, 44.9487, 27.4322, 25.3095, 98.6398, 98.6577, 84.2351, 94.9512, 6.1021, 12.047, 96.4404, 15.9278, 62.6603
29.1931, 34.7338, 57.1101, 74.8183, 18.9447, 48.2574, 20.9915, 30.9215, 29.1962, 22.1417, 35.3253, 12.4485, 59.1311, 70.261, 41.4181, 49.2729, 49.3871, 28.371, 49.3063, 4.62613, 32.3532, 49.3442, 0.0798044, 85.9229, 51.4051, 98.7638, 74.2242, 29.8581, 6.56824, 93.6818, 60.1568, 7.74048
36.0446, 86.947, 97.7497, 83.6173, 81.9321, 16.8787, 18.1514, 23.0131, 95.2447, 69.2843, 53.1794, 54.4518, 62.8456, 19.5865, 28.6225, 29.0974, 10.1387, 94.9354, 4.62613, 95.7105, 50.6891, 89.1545, 49.2472, 14.3831, 41.4031, 37.9709, 15.4581, 17.3251, 45.0226, 56.3736, 32.3257, 39.8471
20.0223, 95.1114, 56.7264, 12.2806, 7.85549, 10.4036, 61.6754, 20.0939, 52.8902, 67.4185, 12.433, 3.24377, 93.4441, 31.6272, 10.0514, 64.5492, 28.9735, 44.9487, 32.3532, 50.6891, 30.0249, 64.1501, 62.6208, 11.9678, 20.4361, 92.8673, 73.8307, 39.5414, 22.1577, 67.8705, 92.4124, 82.1141
29.7358, 3.65379, 1.27513, 55.1492, 37.4767, 39.5515, 5.39655, 85.1472, 67.2979, 78.7172, 24.712, 85.2708, 36.674, 19.1645, 20.8265, 20.9341, 59.6925, 27.4322, 49.3442, 89.1545, 64.1501, 38.7807, 87.5974, 35.8207, 96.5945, 67.9747, 9.88057, 25.8388, 94.8344, 33.998, 41.4861, 22.9569
24.8728, 3.60072, 24.7265, 74.2126, 43.6753, 47.5521, 34.8226, 64.3907, 65.5239, 56.3669, 65.7629, 66.3418, 18.1929, 77.3521, 58.5493, 72.816, 0.308803, 25.3095, 0.0798044, 49.2472, 62.6208, 87.5974, 94.3115, 70.455, 35.6552, 70.2043, 8.85188, 10.1999, 82.7611, 3.39145, 30.0648, 10.4344
27.5447, 80.9429, 32.8756, 63.7936, 91.7414, 56.2683, 60.985, 19.863, 67.9702, 23.9871, 66.1573, 77.5431, 37.0134, 16.3864, 89.0286, 38.1742, 85.7481, 98.6398, 85.9229, 14.3831, 11.9678, 35.8207, 70.455, 52.5064, 49.0642, 62.2066, 64.5974, 13.6, 33.5462, 57.8364, 12.3435, 69.178
16.5581, 87.0894, 52.7857, 13.4393, 19.6029, 94.8415, 99.0027, 10.1102, 1.93727, 1.02541, 58.0585, 89.5102, 52.6568, 46.6898, 29.7117, 48.2382, 14.2275, 98.6577, 51.4051, 41.4031, 20.4361, 96.5945, 35.6552, 49.0642, 95.2082, 28.5281, 47.3751, 62.866, 52.325, 77.07, 40.8281, 9.85214
32.405, 71.7044, 44.1841, 38.326, 58.6313, 31.5552, 4.28328, 12.9716, 73.0229, 17.3671, 20.5221, 31.0444, 94.4236, 84.2321, 20.4003, 68.6746, 4.45468, 84.2351, 98.7638, 37.9709, 92.8673, 67.9747, 70.2043, 62.2066, 28.5281, 12.3432, 86.6735, 80.5114, 69.9965, 20.407, 57.2894, 59.2117
12.1914, 25.5627, 12.5463, 38.1164, 74.2803, 42.3042, 50.1487, 67.9232, 71.9641, 78.2215, 98.1394, 62.9142, 88.6788, 67.9998, 74.1894, 62.1125, 87.3166, 94.9512, 74.2242, 15.4581, 73.8307, 9.88057, 8.85188, 64.5974, 47.3751, 86.6735, 63.6811, 48.1009, 73.2447, 4.45671, 3.16321, 42.8784
85.7876, 32.2834, 21.5495, 49.2565, 46.1175, 64.5473, 1.93073, 64.1171, 59.3712, 53.3329, 92.5115, 24.6785, 43.7394, 93.6279, 88.9325, 89.418, 60.9106, 6.1021, 29.8581, 17.3251, 39.5414, 25.8388, 10.1999, 13.6, 62.866, 80.5114, 48.1009, 54.0922, 30.8108, 93.8757, 4.98741, 1.25288
26.6643, 50.5538, 13.1319, 47.8008, 93.545, 74.9708, 43.4361, 9.42723, 11.4666, 85.6359, 35.7076, 54.4609, 92.0536, 67.3217, 27.2455, 60.4584, 22.7162, 12.047, 6.56824, 45.0226, 22.1577, 94.8344, 82.7611, 33.5462, 52.325, 69.9965, 73.2447, 30.8108, 83.5998, 81.1241, 81.3959, 68.7009
92.2234, 0.897582, 90.1593, 2.67126, 74.4232, 34.3635, 26.6838, 27.0019, 82.9602, 2.64583, 75.5784, 64.1908, 88.0571, 60.1939, 53.1005, 70.0306, 46.1893, 96.4404, 93.6818, 56.3736, 67.8705, 33.998, 3.39145, 57.8364, 77.07, 20.407, 4.45671, 93.8757, 81.1241, 65.6703, 34.0535, 89.4334
