9.19849, 97.7606, 87.8688, 74.4523, 83.3839, 1.73385, 11.7432, 28.4518, 97.6988, 96.3957, 59.3639, 10.3991, 17.2743, 89.6712, 92.2491, 79.6036
25.0669, 8.06813, 33.084, 43.3792, 73.9018, 11.7432, 33.6182, 65.0426, 3.53704, 3.70441, 62.7652, 97.6416, 40.8162, 14.3663, 7.82015, 46.6419
27.223, 70.1096, 53.4429, 4.43159, 63.337, 28.4518, 65.0426, 39.2715, 14.5482, 99.202, 84.1138, 51.3783, 3.14293, 26.1061, 14.3406, 38.9345
25.7389, 71.217, 40.7697, 79.6044, 35.8943, 97.6988, 3.53704, 14.5482, 68.8562, 42.6021, 58.8251, 71.3781, 42.792, 71.1879, 55.7224, 87.3047
16.9704, 34.8955, 51.2348, 26.5151, 44.8478, 96.3957, 3.70441, 99.202, 42.6021, 24.5177, 97.3708, 29.4621, 24.1154, 42.4581, 38.0258, 19.675
8.73859, 73.0032, 36.763, 12.4775, 83.1634, 59.3639, 62.7652, 84.1138, 58.8251, 97.3708, 33.1745, 1.12956, 9.75269, 90.3665, 42.8427, 74.9192
38.0654, 89.4512, 99.6519, 61.1407, 91.0043, 10.3991, 97.6416, 51.3783, 71.3781, 29.4621, 1.12956, 46.261, 64.4996, 39.1817, 4.3384, 92.5858
44.4229, 13.912, 13.4238, 85.2212, 23.2663, 17.2743, 40.8162, 3.14293, 42.792, 24.1154, 9.75269, 64.4996, 56.2853, 73.9414, 8.99435, 66.5733
78.6738, 23.4624, 52.5812, 23.4863, 39.0098, 89.6712, 14.3663, 26.1061, 71.1879, 42.4581, 90.3665, 39.1817, 73.9414, 90.8736, 19.5348, 22.0089
36.7726, 88.4253, 47.6601, 72.5572, 1.02745, 92.2491, 7.82015, 14.3406, 55.7224, 38.0258, 42.8427, 4.3384, 8.99435, 19.5348, 72.4847, 67.9179
4.15436, 83.4917, 99.1383, 53.1777, 21.6625, 79.6036, 46.6419, 38.9345, 87.3047, 19.675, 74.9192, 92.5858, 66.5733, 22.0089, 67.9179, 78.724
